,Condition,Drug,DrugClass,Filename,Plate,Well
2453,Demecolcine1.0,Demecolcine,Inactive,Week3_25701/Inactive/Demecolcine/FL_Week3_25701_B05_0.png,Week3_25701,B05
2454,Emetine0.1,Emetine,Proteinsynthesis,Week3_25701/Proteinsynthesis/Emetine/FL_Week3_25701_C08_0.png,Week3_25701,C08
2455,Emetine10.0,Emetine,Proteinsynthesis,Week3_25701/Proteinsynthesis/Emetine/FL_Week3_25701_C04_0.png,Week3_25701,C04
2456,Y276320.03,Y27632,Inactive,Week3_25701/Inactive/Y27632/FL_Week3_25701_G09_0.png,Week3_25701,G09
2457,Taxol0.3,Taxol,MT,Week3_25701/MT/Taxol/FL_Week3_25701_B11_0.png,Week3_25701,B11
2458,Emetine0.01,Emetine,Inactive,Week3_25701/Inactive/Emetine/FL_Week3_25701_C10_0.png,Week3_25701,C10
2459,Y276320.3,Y27632,Inactive,Week3_25701/Inactive/Y27632/FL_Week3_25701_G07_0.png,Week3_25701,G07
2460,Dmso0.0,Dmso,Inactive,Week3_25701/Inactive/Dmso/FL_Week3_25701_B02_0.png,Week3_25701,B02
2461,Cisplatin1.0,Cisplatin,Inactive,Week3_25701/Inactive/Cisplatin/FL_Week3_25701_E06_0.png,Week3_25701,E06
2462,Chlorambucil0.3,Chlorambucil,Inactive,Week3_25701/Inactive/Chlorambucil/FL_Week3_25701_F06_0.png,Week3_25701,F06
2463,Chlorambucil0.003,Chlorambucil,Inactive,Week3_25701/Inactive/Chlorambucil/FL_Week3_25701_F10_0.png,Week3_25701,F10
2464,Y2763210.0,Y27632,Inactive,Week3_25701/Inactive/Y27632/FL_Week3_25701_G04_0.png,Week3_25701,G04
2465,Pd980591.0,Pd98059,Inactive,Week3_25701/Inactive/Pd98059/FL_Week3_25701_D06_0.png,Week3_25701,D06
2466,Demecolcine0.003,Demecolcine,MT,Week3_25701/MT/Demecolcine/FL_Week3_25701_B10_0.png,Week3_25701,B10
2467,Taxol0.3,Taxol,MT,Week3_25701/MT/Taxol/FL_Week3_25701_F02_0.png,Week3_25701,F02
2468,Emetine0.03,Emetine,Proteinsynthesis,Week3_25701/Proteinsynthesis/Emetine/FL_Week3_25701_C09_0.png,Week3_25701,C09
2469,Emetine1.0,Emetine,Proteinsynthesis,Week3_25701/Proteinsynthesis/Emetine/FL_Week3_25701_C06_0.png,Week3_25701,C06
2470,Taxol0.3,Taxol,MT,Week3_25701/MT/Taxol/FL_Week3_25701_G02_0.png,Week3_25701,G02
2471,Taxol0.3,Taxol,MT,Week3_25701/MT/Taxol/FL_Week3_25701_E02_0.png,Week3_25701,E02
2472,Y276320.01,Y27632,Inactive,Week3_25701/Inactive/Y27632/FL_Week3_25701_G10_0.png,Week3_25701,G10
2473,Cisplatin3.0,Cisplatin,Inactive,Week3_25701/Inactive/Cisplatin/FL_Week3_25701_E05_0.png,Week3_25701,E05
2474,Demecolcine10.0,Demecolcine,MT,Week3_25701/MT/Demecolcine/FL_Week3_25701_B03_0.png,Week3_25701,B03
2475,Cisplatin0.03,Cisplatin,Inactive,Week3_25701/Inactive/Cisplatin/FL_Week3_25701_E09_0.png,Week3_25701,E09
2476,Taxol0.3,Taxol,MT,Week3_25701/MT/Taxol/FL_Week3_25701_C11_0.png,Week3_25701,C11
2477,Dmso0.0,Dmso,Inactive,Week3_25701/Inactive/Dmso/FL_Week3_25701_D02_0.png,Week3_25701,D02
2478,Dmso0.0,Dmso,Inactive,Week3_25701/Inactive/Dmso/FL_Week3_25701_C02_0.png,Week3_25701,C02
2479,Dmso0.0,Dmso,Inactive,Week9_39282/Inactive/Dmso/FL_Week9_39282_E11_0.png,Week9_39282,E11
2480,Pd1506060.15,Pd150606,Inactive,Week9_39282/Inactive/Pd150606/FL_Week9_39282_G08_0.png,Week9_39282,G08
2481,Mitoxantrone0.1,Mitoxantrone,DNA,Week9_39282/DNA/Mitoxantrone/FL_Week9_39282_F07_0.png,Week9_39282,F07
2482,Pd1506065.0,Pd150606,Inactive,Week9_39282/Inactive/Pd150606/FL_Week9_39282_G05_0.png,Week9_39282,G05
2483,Carboplatin0.06,Carboplatin,Inactive,Week9_39282/Inactive/Carboplatin/FL_Week9_39282_E08_0.png,Week9_39282,E08
2484,Mitoxantrone1.0,Mitoxantrone,DNA,Week9_39282/DNA/Mitoxantrone/FL_Week9_39282_F05_0.png,Week9_39282,F05
2485,Floxuridine3.0,Floxuridine,Inactive,Week9_39282/Inactive/Floxuridine/FL_Week9_39282_B06_0.png,Week9_39282,B06
2486,Simvastatin2.0,Simvastatin,Inactive,Week9_39282/Inactive/Simvastatin/FL_Week9_39282_D05_0.png,Week9_39282,D05
2487,Pd15060650.0,Pd150606,Inactive,Week9_39282/Inactive/Pd150606/FL_Week9_39282_G03_0.png,Week9_39282,G03
2488,Carboplatin0.2,Carboplatin,Inactive,Week9_39282/Inactive/Carboplatin/FL_Week9_39282_E07_0.png,Week9_39282,E07
2489,Deoxynojirimycin10.0,Deoxynojirimycin,Inactive,Week9_39282/Inactive/Deoxynojirimycin/FL_Week9_39282_C07_0.png,Week9_39282,C07
2490,Simvastatin0.2,Simvastatin,Inactive,Week9_39282/Inactive/Simvastatin/FL_Week9_39282_D07_0.png,Week9_39282,D07
2491,Floxuridine0.3,Floxuridine,DNA,Week9_39282/DNA/Floxuridine/FL_Week9_39282_B08_0.png,Week9_39282,B08
2492,Carboplatin6.0,Carboplatin,Inactive,Week9_39282/Inactive/Carboplatin/FL_Week9_39282_E04_0.png,Week9_39282,E04
2493,Pd1506061.5,Pd150606,Inactive,Week9_39282/Inactive/Pd150606/FL_Week9_39282_G06_0.png,Week9_39282,G06
2494,Floxuridine1.0,Floxuridine,DNA,Week9_39282/DNA/Floxuridine/FL_Week9_39282_B07_0.png,Week9_39282,B07
2495,Deoxynojirimycin1000.0,Deoxynojirimycin,Inactive,Week9_39282/Inactive/Deoxynojirimycin/FL_Week9_39282_C03_0.png,Week9_39282,C03
2496,Simvastatin0.02,Simvastatin,Inactive,Week9_39282/Inactive/Simvastatin/FL_Week9_39282_D09_0.png,Week9_39282,D09
2497,Mitoxantrone3.0,Mitoxantrone,DNA,Week9_39282/DNA/Mitoxantrone/FL_Week9_39282_F04_0.png,Week9_39282,F04
2498,Floxuridine30.0,Floxuridine,Inactive,Week9_39282/Inactive/Floxuridine/FL_Week9_39282_B04_0.png,Week9_39282,B04
2499,Simvastatin0.006,Simvastatin,Inactive,Week9_39282/Inactive/Simvastatin/FL_Week9_39282_D10_0.png,Week9_39282,D10
2500,Mitoxantrone0.01,Mitoxantrone,DNA,Week9_39282/DNA/Mitoxantrone/FL_Week9_39282_F09_0.png,Week9_39282,F09
2501,Dmso0.0,Dmso,Inactive,Week9_39282/Inactive/Dmso/FL_Week9_39282_F11_0.png,Week9_39282,F11
2502,Floxuridine0.1,Floxuridine,Inactive,Week9_39282/Inactive/Floxuridine/FL_Week9_39282_B09_0.png,Week9_39282,B09
2503,Dmso0.0,Dmso,Inactive,Week9_39282/Inactive/Dmso/FL_Week9_39282_G11_0.png,Week9_39282,G11
2504,Deoxynojirimycin3.0,Deoxynojirimycin,Inactive,Week9_39282/Inactive/Deoxynojirimycin/FL_Week9_39282_C08_0.png,Week9_39282,C08
2505,Deoxynojirimycin300.0,Deoxynojirimycin,Inactive,Week9_39282/Inactive/Deoxynojirimycin/FL_Week9_39282_C04_0.png,Week9_39282,C04
2506,Pd1506060.05,Pd150606,Inactive,Week9_39282/Inactive/Pd150606/FL_Week9_39282_G09_0.png,Week9_39282,G09
2507,Taxol0.3,Taxol,MT,Week9_39282/MT/Taxol/FL_Week9_39282_B11_0.png,Week9_39282,B11
2508,Pd1506060.5,Pd150606,Inactive,Week9_39282/Inactive/Pd150606/FL_Week9_39282_G07_0.png,Week9_39282,G07
2509,Dmso0.0,Dmso,Inactive,Week9_39282/Inactive/Dmso/FL_Week9_39282_B02_0.png,Week9_39282,B02
2510,Carboplatin0.6,Carboplatin,Inactive,Week9_39282/Inactive/Carboplatin/FL_Week9_39282_E06_0.png,Week9_39282,E06
2511,Mitoxantrone0.3,Mitoxantrone,DNA,Week9_39282/DNA/Mitoxantrone/FL_Week9_39282_F06_0.png,Week9_39282,F06
2512,Mitoxantrone0.003,Mitoxantrone,Inactive,Week9_39282/Inactive/Mitoxantrone/FL_Week9_39282_F10_0.png,Week9_39282,F10
2513,Pd15060615.0,Pd150606,Inactive,Week9_39282/Inactive/Pd150606/FL_Week9_39282_G04_0.png,Week9_39282,G04
2514,Floxuridine0.03,Floxuridine,DNA,Week9_39282/DNA/Floxuridine/FL_Week9_39282_B10_0.png,Week9_39282,B10
2515,Taxol0.3,Taxol,MT,Week9_39282/MT/Taxol/FL_Week9_39282_F02_0.png,Week9_39282,F02
2516,Deoxynojirimycin1.0,Deoxynojirimycin,Inactive,Week9_39282/Inactive/Deoxynojirimycin/FL_Week9_39282_C09_0.png,Week9_39282,C09
2517,Pd1506060.015,Pd150606,Inactive,Week9_39282/Inactive/Pd150606/FL_Week9_39282_G10_0.png,Week9_39282,G10
2518,Carboplatin2.0,Carboplatin,Inactive,Week9_39282/Inactive/Carboplatin/FL_Week9_39282_E05_0.png,Week9_39282,E05
2519,Floxuridine100.0,Floxuridine,DNA,Week9_39282/DNA/Floxuridine/FL_Week9_39282_B03_0.png,Week9_39282,B03
2520,Carboplatin0.02,Carboplatin,Inactive,Week9_39282/Inactive/Carboplatin/FL_Week9_39282_E09_0.png,Week9_39282,E09
2521,Dmso0.0,Dmso,Inactive,Week9_39282/Inactive/Dmso/FL_Week9_39282_D02_0.png,Week9_39282,D02
2522,Dmso0.0,Dmso,Inactive,Week9_39282/Inactive/Dmso/FL_Week9_39282_C02_0.png,Week9_39282,C02
2523,Dmso0.0,Dmso,Inactive,Week9_39221/Inactive/Dmso/FL_Week9_39221_E11_0.png,Week9_39221,E11
2524,Ag14780.06,Ag1478,Inactive,Week9_39221/Inactive/Ag1478/FL_Week9_39221_G08_0.png,Week9_39221,G08
2525,Azo0.3,Azo,Inactive,Week9_39221/Inactive/Azo/FL_Week9_39221_F07_0.png,Week9_39221,F07
2526,Ag14782.0,Ag1478,Inactive,Week9_39221/Inactive/Ag1478/FL_Week9_39221_G05_0.png,Week9_39221,G05
2527,Azo0.1,Azo,Inactive,Week9_39221/Inactive/Azo/FL_Week9_39221_F08_0.png,Week9_39221,F08
2528,Mevinolinlovastatin0.15,Mevinolinlovastatin,Inactive,Week9_39221/Inactive/Mevinolinlovastatin/FL_Week9_39221_E08_0.png,Week9_39221,E08
2529,Azo3.0,Azo,Inactive,Week9_39221/Inactive/Azo/FL_Week9_39221_F05_0.png,Week9_39221,F05
2530,Taxol0.3,Taxol,MT,Week9_39221/MT/Taxol/FL_Week9_39221_D11_0.png,Week9_39221,D11
2531,Cathepsininhibitori0.3,Cathepsininhibitori,Inactive,Week9_39221/Inactive/Cathepsininhibitori/FL_Week9_39221_B06_0.png,Week9_39221,B06
2532,H75.0,H7,Inactive,Week9_39221/Inactive/H7/FL_Week9_39221_D05_0.png,Week9_39221,D05
2533,Ag147820.0,Ag1478,Unknown,Week9_39221/Unknown/Ag1478/FL_Week9_39221_G03_0.png,Week9_39221,G03
2534,Mevinolinlovastatin0.5,Mevinolinlovastatin,Inactive,Week9_39221/Inactive/Mevinolinlovastatin/FL_Week9_39221_E07_0.png,Week9_39221,E07
2535,Az2350.3,Az235,Inactive,Week9_39221/Inactive/Az235/FL_Week9_39221_C07_0.png,Week9_39221,C07
2536,Az2353.0,Az235,Unknown,Week9_39221/Unknown/Az235/FL_Week9_39221_C05_0.png,Week9_39221,C05
2537,H70.5,H7,Inactive,Week9_39221/Inactive/H7/FL_Week9_39221_D07_0.png,Week9_39221,D07
2538,Cathepsininhibitori0.03,Cathepsininhibitori,Inactive,Week9_39221/Inactive/Cathepsininhibitori/FL_Week9_39221_B08_0.png,Week9_39221,B08
2539,Mevinolinlovastatin15.0,Mevinolinlovastatin,Cholesterol,Week9_39221/Cholesterol/Mevinolinlovastatin/FL_Week9_39221_E04_0.png,Week9_39221,E04
2540,Ag14780.6,Ag1478,Inactive,Week9_39221/Inactive/Ag1478/FL_Week9_39221_G06_0.png,Week9_39221,G06
2541,Mevinolinlovastatin0.015,Mevinolinlovastatin,Inactive,Week9_39221/Inactive/Mevinolinlovastatin/FL_Week9_39221_E10_0.png,Week9_39221,E10
2542,Cathepsininhibitori0.1,Cathepsininhibitori,Inactive,Week9_39221/Inactive/Cathepsininhibitori/FL_Week9_39221_B07_0.png,Week9_39221,B07
2543,Az23530.0,Az235,Unknown,Week9_39221/Unknown/Az235/FL_Week9_39221_C03_0.png,Week9_39221,C03
2544,H750.0,H7,Unknown,Week9_39221/Unknown/H7/FL_Week9_39221_D03_0.png,Week9_39221,D03
2545,Azo30.0,Azo,Inactive,Week9_39221/Inactive/Azo/FL_Week9_39221_F03_0.png,Week9_39221,F03
2546,H70.05,H7,Inactive,Week9_39221/Inactive/H7/FL_Week9_39221_D09_0.png,Week9_39221,D09
2547,Azo10.0,Azo,Inactive,Week9_39221/Inactive/Azo/FL_Week9_39221_F04_0.png,Week9_39221,F04
2548,H715.0,H7,Unknown,Week9_39221/Unknown/H7/FL_Week9_39221_D04_0.png,Week9_39221,D04
2549,Cathepsininhibitori3.0,Cathepsininhibitori,Inactive,Week9_39221/Inactive/Cathepsininhibitori/FL_Week9_39221_B04_0.png,Week9_39221,B04
2550,H70.015,H7,Inactive,Week9_39221/Inactive/H7/FL_Week9_39221_D10_0.png,Week9_39221,D10
2551,Azo0.03,Azo,Inactive,Week9_39221/Inactive/Azo/FL_Week9_39221_F09_0.png,Week9_39221,F09
2552,Dmso0.0,Dmso,Inactive,Week9_39221/Inactive/Dmso/FL_Week9_39221_F11_0.png,Week9_39221,F11
2553,Cathepsininhibitori0.01,Cathepsininhibitori,Inactive,Week9_39221/Inactive/Cathepsininhibitori/FL_Week9_39221_B09_0.png,Week9_39221,B09
2554,Dmso0.0,Dmso,Inactive,Week9_39221/Inactive/Dmso/FL_Week9_39221_G11_0.png,Week9_39221,G11
2555,H70.15,H7,Inactive,Week9_39221/Inactive/H7/FL_Week9_39221_D08_0.png,Week9_39221,D08
2556,Cathepsininhibitori1.0,Cathepsininhibitori,Inactive,Week9_39221/Inactive/Cathepsininhibitori/FL_Week9_39221_B05_0.png,Week9_39221,B05
2557,Az2350.1,Az235,Inactive,Week9_39221/Inactive/Az235/FL_Week9_39221_C08_0.png,Week9_39221,C08
2558,Az23510.0,Az235,Unknown,Week9_39221/Unknown/Az235/FL_Week9_39221_C04_0.png,Week9_39221,C04
2559,Ag14780.02,Ag1478,Inactive,Week9_39221/Inactive/Ag1478/FL_Week9_39221_G09_0.png,Week9_39221,G09
2560,Taxol0.3,Taxol,MT,Week9_39221/MT/Taxol/FL_Week9_39221_B11_0.png,Week9_39221,B11
2561,Az2350.01,Az235,Inactive,Week9_39221/Inactive/Az235/FL_Week9_39221_C10_0.png,Week9_39221,C10
2562,Ag14780.2,Ag1478,Inactive,Week9_39221/Inactive/Ag1478/FL_Week9_39221_G07_0.png,Week9_39221,G07
2563,Dmso0.0,Dmso,Inactive,Week9_39221/Inactive/Dmso/FL_Week9_39221_B02_0.png,Week9_39221,B02
2564,Mevinolinlovastatin1.5,Mevinolinlovastatin,Inactive,Week9_39221/Inactive/Mevinolinlovastatin/FL_Week9_39221_E06_0.png,Week9_39221,E06
2565,Azo1.0,Azo,Inactive,Week9_39221/Inactive/Azo/FL_Week9_39221_F06_0.png,Week9_39221,F06
2566,Azo0.01,Azo,Inactive,Week9_39221/Inactive/Azo/FL_Week9_39221_F10_0.png,Week9_39221,F10
2567,Ag14786.0,Ag1478,Inactive,Week9_39221/Inactive/Ag1478/FL_Week9_39221_G04_0.png,Week9_39221,G04
2568,H71.5,H7,Inactive,Week9_39221/Inactive/H7/FL_Week9_39221_D06_0.png,Week9_39221,D06
2569,Cathepsininhibitori0.003,Cathepsininhibitori,Inactive,Week9_39221/Inactive/Cathepsininhibitori/FL_Week9_39221_B10_0.png,Week9_39221,B10
2570,Taxol0.3,Taxol,MT,Week9_39221/MT/Taxol/FL_Week9_39221_F02_0.png,Week9_39221,F02
2571,Az2350.03,Az235,Unknown,Week9_39221/Unknown/Az235/FL_Week9_39221_C09_0.png,Week9_39221,C09
2572,Az2351.0,Az235,Unknown,Week9_39221/Unknown/Az235/FL_Week9_39221_C06_0.png,Week9_39221,C06
2573,Taxol0.3,Taxol,MT,Week9_39221/MT/Taxol/FL_Week9_39221_G02_0.png,Week9_39221,G02
2574,Taxol0.3,Taxol,MT,Week9_39221/MT/Taxol/FL_Week9_39221_E02_0.png,Week9_39221,E02
2575,Ag14780.006,Ag1478,Inactive,Week9_39221/Inactive/Ag1478/FL_Week9_39221_G10_0.png,Week9_39221,G10
2576,Mevinolinlovastatin5.0,Mevinolinlovastatin,Cholesterol,Week9_39221/Cholesterol/Mevinolinlovastatin/FL_Week9_39221_E05_0.png,Week9_39221,E05
2577,Cathepsininhibitori10.0,Cathepsininhibitori,Inactive,Week9_39221/Inactive/Cathepsininhibitori/FL_Week9_39221_B03_0.png,Week9_39221,B03
2578,Mevinolinlovastatin0.05,Mevinolinlovastatin,Inactive,Week9_39221/Inactive/Mevinolinlovastatin/FL_Week9_39221_E09_0.png,Week9_39221,E09
2579,Taxol0.3,Taxol,MT,Week9_39221/MT/Taxol/FL_Week9_39221_C11_0.png,Week9_39221,C11
2580,Dmso0.0,Dmso,Inactive,Week9_39221/Inactive/Dmso/FL_Week9_39221_D02_0.png,Week9_39221,D02
2581,Dmso0.0,Dmso,Inactive,Week9_39221/Inactive/Dmso/FL_Week9_39221_C02_0.png,Week9_39221,C02
2582,Dmso0.0,Dmso,Inactive,Week8_38221/Inactive/Dmso/FL_Week8_38221_E11_0.png,Week8_38221,E11
2583,Quercetin0.03,Quercetin,Inactive,Week8_38221/Inactive/Quercetin/FL_Week8_38221_G08_0.png,Week8_38221,G08
2584,Nystatin0.1,Nystatin,Inactive,Week8_38221/Inactive/Nystatin/FL_Week8_38221_F07_0.png,Week8_38221,F07
2585,Quercetin1.0,Quercetin,Inactive,Week8_38221/Inactive/Quercetin/FL_Week8_38221_G05_0.png,Week8_38221,G05
2586,Nystatin0.03,Nystatin,Inactive,Week8_38221/Inactive/Nystatin/FL_Week8_38221_F08_0.png,Week8_38221,F08
2587,"3,3'diaminobenzidine0.03","3,3'diaminobenzidine",Inactive,"Week8_38221/Inactive/3,3'diaminobenzidine/FL_Week8_38221_E08_0.png",Week8_38221,E08
2588,Nystatin1.0,Nystatin,Inactive,Week8_38221/Inactive/Nystatin/FL_Week8_38221_F05_0.png,Week8_38221,F05
2589,Taxol0.3,Taxol,MT,Week8_38221/MT/Taxol/FL_Week8_38221_D11_0.png,Week8_38221,D11
2590,Leupeptin0.6,Leupeptin,Inactive,Week8_38221/Inactive/Leupeptin/FL_Week8_38221_B06_0.png,Week8_38221,B06
2591,Cdk1inhibitoriii1.0,Cdk1inhibitoriii,Inactive,Week8_38221/Inactive/Cdk1inhibitoriii/FL_Week8_38221_D05_0.png,Week8_38221,D05
2592,Quercetin10.0,Quercetin,Inactive,Week8_38221/Inactive/Quercetin/FL_Week8_38221_G03_0.png,Week8_38221,G03
2593,"3,3'diaminobenzidine0.1","3,3'diaminobenzidine",Inactive,"Week8_38221/Inactive/3,3'diaminobenzidine/FL_Week8_38221_E07_0.png",Week8_38221,E07
2594,CPT0.1,CPT,Inactive,Week8_38221/Inactive/CPT/FL_Week8_38221_C07_0.png,Week8_38221,C07
2595,CPT1.0,CPT,DNA,Week8_38221/DNA/CPT/FL_Week8_38221_C05_0.png,Week8_38221,C05
2596,Cdk1inhibitoriii0.1,Cdk1inhibitoriii,Inactive,Week8_38221/Inactive/Cdk1inhibitoriii/FL_Week8_38221_D07_0.png,Week8_38221,D07
2597,Leupeptin0.06,Leupeptin,Inactive,Week8_38221/Inactive/Leupeptin/FL_Week8_38221_B08_0.png,Week8_38221,B08
2598,"3,3'diaminobenzidine3.0","3,3'diaminobenzidine",Inactive,"Week8_38221/Inactive/3,3'diaminobenzidine/FL_Week8_38221_E04_0.png",Week8_38221,E04
2599,Quercetin0.3,Quercetin,Inactive,Week8_38221/Inactive/Quercetin/FL_Week8_38221_G06_0.png,Week8_38221,G06
2600,"3,3'diaminobenzidine0.003","3,3'diaminobenzidine",Inactive,"Week8_38221/Inactive/3,3'diaminobenzidine/FL_Week8_38221_E10_0.png",Week8_38221,E10
2601,Leupeptin0.2,Leupeptin,Inactive,Week8_38221/Inactive/Leupeptin/FL_Week8_38221_B07_0.png,Week8_38221,B07
2602,CPT10.0,CPT,DNA,Week8_38221/DNA/CPT/FL_Week8_38221_C03_0.png,Week8_38221,C03
2603,Cdk1inhibitoriii10.0,Cdk1inhibitoriii,Inactive,Week8_38221/Inactive/Cdk1inhibitoriii/FL_Week8_38221_D03_0.png,Week8_38221,D03
2604,Cdk1inhibitoriii0.01,Cdk1inhibitoriii,Inactive,Week8_38221/Inactive/Cdk1inhibitoriii/FL_Week8_38221_D09_0.png,Week8_38221,D09
2605,Nystatin3.0,Nystatin,Inactive,Week8_38221/Inactive/Nystatin/FL_Week8_38221_F04_0.png,Week8_38221,F04
2606,Cdk1inhibitoriii3.0,Cdk1inhibitoriii,Inactive,Week8_38221/Inactive/Cdk1inhibitoriii/FL_Week8_38221_D04_0.png,Week8_38221,D04
2607,Leupeptin6.0,Leupeptin,Inactive,Week8_38221/Inactive/Leupeptin/FL_Week8_38221_B04_0.png,Week8_38221,B04
2608,Cdk1inhibitoriii0.003,Cdk1inhibitoriii,Inactive,Week8_38221/Inactive/Cdk1inhibitoriii/FL_Week8_38221_D10_0.png,Week8_38221,D10
2609,Nystatin0.01,Nystatin,Inactive,Week8_38221/Inactive/Nystatin/FL_Week8_38221_F09_0.png,Week8_38221,F09
2610,Dmso0.0,Dmso,Inactive,Week8_38221/Inactive/Dmso/FL_Week8_38221_F11_0.png,Week8_38221,F11
2611,Leupeptin0.02,Leupeptin,Inactive,Week8_38221/Inactive/Leupeptin/FL_Week8_38221_B09_0.png,Week8_38221,B09
2612,Dmso0.0,Dmso,Inactive,Week8_38221/Inactive/Dmso/FL_Week8_38221_G11_0.png,Week8_38221,G11
2613,Cdk1inhibitoriii0.03,Cdk1inhibitoriii,Inactive,Week8_38221/Inactive/Cdk1inhibitoriii/FL_Week8_38221_D08_0.png,Week8_38221,D08
2614,"3,3'diaminobenzidine10.0","3,3'diaminobenzidine",Inactive,"Week8_38221/Inactive/3,3'diaminobenzidine/FL_Week8_38221_E03_0.png",Week8_38221,E03
2615,Leupeptin2.0,Leupeptin,Inactive,Week8_38221/Inactive/Leupeptin/FL_Week8_38221_B05_0.png,Week8_38221,B05
2616,CPT0.03,CPT,DNA,Week8_38221/DNA/CPT/FL_Week8_38221_C08_0.png,Week8_38221,C08
2617,CPT3.0,CPT,DNA,Week8_38221/DNA/CPT/FL_Week8_38221_C04_0.png,Week8_38221,C04
2618,Quercetin0.01,Quercetin,Inactive,Week8_38221/Inactive/Quercetin/FL_Week8_38221_G09_0.png,Week8_38221,G09
2619,Taxol0.3,Taxol,MT,Week8_38221/MT/Taxol/FL_Week8_38221_B11_0.png,Week8_38221,B11
2620,CPT0.003,CPT,Inactive,Week8_38221/Inactive/CPT/FL_Week8_38221_C10_0.png,Week8_38221,C10
2621,Quercetin0.1,Quercetin,Inactive,Week8_38221/Inactive/Quercetin/FL_Week8_38221_G07_0.png,Week8_38221,G07
2622,Dmso0.0,Dmso,Inactive,Week8_38221/Inactive/Dmso/FL_Week8_38221_B02_0.png,Week8_38221,B02
2623,"3,3'diaminobenzidine0.3","3,3'diaminobenzidine",Inactive,"Week8_38221/Inactive/3,3'diaminobenzidine/FL_Week8_38221_E06_0.png",Week8_38221,E06
2624,Nystatin0.3,Nystatin,Inactive,Week8_38221/Inactive/Nystatin/FL_Week8_38221_F06_0.png,Week8_38221,F06
2625,Nystatin0.003,Nystatin,Inactive,Week8_38221/Inactive/Nystatin/FL_Week8_38221_F10_0.png,Week8_38221,F10
2626,Quercetin3.0,Quercetin,Inactive,Week8_38221/Inactive/Quercetin/FL_Week8_38221_G04_0.png,Week8_38221,G04
2627,Cdk1inhibitoriii0.3,Cdk1inhibitoriii,Inactive,Week8_38221/Inactive/Cdk1inhibitoriii/FL_Week8_38221_D06_0.png,Week8_38221,D06
2628,Leupeptin0.006,Leupeptin,Inactive,Week8_38221/Inactive/Leupeptin/FL_Week8_38221_B10_0.png,Week8_38221,B10
2629,CPT0.01,CPT,DNA,Week8_38221/DNA/CPT/FL_Week8_38221_C09_0.png,Week8_38221,C09
2630,CPT0.3,CPT,Inactive,Week8_38221/Inactive/CPT/FL_Week8_38221_C06_0.png,Week8_38221,C06
2631,Taxol0.3,Taxol,MT,Week8_38221/MT/Taxol/FL_Week8_38221_G02_0.png,Week8_38221,G02
2632,Quercetin0.003,Quercetin,Inactive,Week8_38221/Inactive/Quercetin/FL_Week8_38221_G10_0.png,Week8_38221,G10
2633,"3,3'diaminobenzidine1.0","3,3'diaminobenzidine",Inactive,"Week8_38221/Inactive/3,3'diaminobenzidine/FL_Week8_38221_E05_0.png",Week8_38221,E05
2634,Leupeptin20.0,Leupeptin,Inactive,Week8_38221/Inactive/Leupeptin/FL_Week8_38221_B03_0.png,Week8_38221,B03
2635,"3,3'diaminobenzidine0.01","3,3'diaminobenzidine",Inactive,"Week8_38221/Inactive/3,3'diaminobenzidine/FL_Week8_38221_E09_0.png",Week8_38221,E09
2636,Taxol0.3,Taxol,MT,Week8_38221/MT/Taxol/FL_Week8_38221_C11_0.png,Week8_38221,C11
2637,Dmso0.0,Dmso,Inactive,Week8_38221/Inactive/Dmso/FL_Week8_38221_D02_0.png,Week8_38221,D02
2638,Dmso0.0,Dmso,Inactive,Week8_38221/Inactive/Dmso/FL_Week8_38221_C02_0.png,Week8_38221,C02
2639,Dmso0.0,Dmso,Inactive,Week7_34661/Inactive/Dmso/FL_Week7_34661_E11_0.png,Week7_34661,E11
2640,Alsterpaullone0.1,Alsterpaullone,Inactive,Week7_34661/Inactive/Alsterpaullone/FL_Week7_34661_G08_0.png,Week7_34661,G08
2641,Pd1693160.3,Pd169316,Inactive,Week7_34661/Inactive/Pd169316/FL_Week7_34661_F07_0.png,Week7_34661,F07
2642,Alsterpaullone3.0,Alsterpaullone,Inactive,Week7_34661/Inactive/Alsterpaullone/FL_Week7_34661_G05_0.png,Week7_34661,G05
2643,Pd1693160.1,Pd169316,Inactive,Week7_34661/Inactive/Pd169316/FL_Week7_34661_F08_0.png,Week7_34661,F08
2644,Bryostatin0.03,Bryostatin,Inactive,Week7_34661/Inactive/Bryostatin/FL_Week7_34661_E08_0.png,Week7_34661,E08
2645,Pd1693163.0,Pd169316,Inactive,Week7_34661/Inactive/Pd169316/FL_Week7_34661_F05_0.png,Week7_34661,F05
2646,Taxol0.3,Taxol,MT,Week7_34661/MT/Taxol/FL_Week7_34661_D11_0.png,Week7_34661,D11
2647,Deoxymannojirimycin30.0,Deoxymannojirimycin,ER,Week7_34661/ER/Deoxymannojirimycin/FL_Week7_34661_B06_0.png,Week7_34661,B06
2648,Valproicacid50.0,Valproicacid,Unknown,Week7_34661/Unknown/Valproicacid/FL_Week7_34661_D05_0.png,Week7_34661,D05
2649,Alsterpaullone30.0,Alsterpaullone,Kinase,Week7_34661/Kinase/Alsterpaullone/FL_Week7_34661_G03_0.png,Week7_34661,G03
2650,Bryostatin0.1,Bryostatin,Inactive,Week7_34661/Inactive/Bryostatin/FL_Week7_34661_E07_0.png,Week7_34661,E07
